word,value,condition,variable,model
walnut,3,Sort,humor,4
saloon,4,Sort,humor,4
nectar,3.5,Sort,humor,4
gist,3,Sort,humor,4
walrus,4.5,Sort,humor,4
sparkle,5,Sort,humor,4
donkey,5,Sort,humor,4
taboo,4.5,Sort,image,35
limit,5.5,Sort,image,35
concept,5,Sort,image,35
version,4.5,Sort,image,35
knowledge,6.5,Sort,image,35
cure,5,Sort,image,35
pension,4,Sort,image,35
guilt,6,Sort,image,35
reason,5.5,Sort,image,35
fraud,4,Sort,image,35
pause,3.5,Sort,image,35
contempt,4,Sort,image,35
nuisance,4,Sort,image,35
impress,5.5,Sort,image,35
freedom,6.5,Sort,image,35
faith,6,Sort,image,35
ease,5.5,Sort,image,35
whisper,6,Sort,image,35
pleasure,6.5,Sort,image,35
methane,4,Sort,image,35
culture,5.5,Sort,image,35
toxin,4.5,Sort,image,35
neglect,4,Sort,image,35
mischief,5,Sort,image,35
console,5,Sort,image,35
cancer,5.5,Sort,image,35
incest,2.5,Sort,image,35
piece,5,Sort,image,35
glee,4.5,Sort,image,35
yeast,4.5,Sort,image,35
arson,3,Sort,image,35
stretch,4.5,Sort,image,35
morsel,4.5,Sort,image,35
message,5,Sort,image,35
signal,5.5,Sort,image,35
mural,4,Sort,image,35
bracket,5,Sort,image,35
handle,5.5,Sort,image,35
smear,4,Sort,image,35
hurdle,4,Sort,image,35
kill,5.5,Sort,image,35
slave,3.5,Sort,image,35
column,4.5,Sort,image,35
troll,3.5,Sort,image,35
stab,4.5,Sort,image,35
hall,5,Sort,image,35
applause,6.5,Sort,image,35
flea,3.5,Sort,image,35
pelvis,4,Sort,image,35
head,5,Sort,image,35
palace,5.5,Sort,image,35
blouse,5,Sort,image,35
lace,4.5,Sort,image,35
dandruff,3.5,Sort,image,35
stomach,5,Sort,image,35
artist,6,Sort,image,35
beggar,4.5,Sort,image,35
bonnet,4,Sort,image,35
blister,4,Sort,image,35
carpet,5,Sort,image,35
people,6,Sort,image,35
mug,4.5,Sort,image,35
coffin,4.5,Sort,image,35
glacier,5,Sort,image,35
mirror,5.5,Sort,image,35
wood,5,Sort,image,35
spinach,4.5,Sort,image,35
curtain,5,Sort,image,35
baby,6,Sort,image,35
child,6,Sort,image,35
button,5.5,Sort,image,35
donkey,5,Sort,image,35
beer,5,Sort,image,35
tortoise,5.5,Sort,image,35
walrus,5.5,Sort,image,35
moth,5,Sort,image,35
jacket,5,Sort,image,35
giraffe,5,Sort,image,35
virtue,6.5,Sort,image,35
fault,5.5,Sort,image,35
wish,6.5,Sort,image,35
moment,6,Sort,image,35
doubt,5.5,Sort,image,35
doctrine,4,Sort,image,35
method,6.5,Sort,image,35
reject,5,Sort,image,35
function,6,Sort,image,35
complex,6.5,Sort,image,35
consent,5.5,Sort,image,35
role,6,Sort,image,35
recall,6,Sort,image,35
transit,5.5,Sort,image,35
trouble,5.5,Sort,image,35
status,5,Sort,image,35
plasma,5,Sort,image,35
sin,5,Sort,image,35
fuss,4.5,Sort,image,35
despair,4.5,Sort,image,35
whimper,4,Sort,image,35
bliss,6,Sort,image,35
grind,4.5,Sort,image,35
spirit,6,Sort,image,35
lust,5.5,Sort,image,35
whore,5,Sort,image,35
resort,5.5,Sort,image,35
heaven,6.5,Sort,image,35
stride,6,Sort,image,35
usher,5.5,Sort,image,35
texture,6.5,Sort,image,35
product,6,Sort,image,35
harvest,5.5,Sort,image,35
report,6,Sort,image,35
county,5.5,Sort,image,35
device,6,Sort,image,35
shaft,4.5,Sort,image,35
puzzle,5.5,Sort,image,35
pest,4.5,Sort,image,35
mate,5.5,Sort,image,35
squeeze,4.5,Sort,image,35
hostage,4,Sort,image,35
model,5.5,Sort,image,35
battle,5,Sort,image,35
cough,5,Sort,image,35
fire,6,Sort,image,35
rattle,5,Sort,image,35
sleep,6,Sort,image,35
honey,5.5,Sort,image,35
prison,4.5,Sort,image,35
sparkle,5.5,Sort,image,35
line,5,Sort,image,35
treasure,6,Sort,image,35
portrait,6,Sort,image,35
crab,4.5,Sort,image,35
cattle,5.5,Sort,image,35
basket,6,Sort,image,35
typhoon,5,Sort,image,35
dinner,6,Sort,image,35
walnut,5.5,Sort,image,35
chauffeur,5.5,Sort,image,35
carriage,6,Sort,image,35
cushion,6,Sort,image,35
needle,5.5,Sort,image,35
clover,5.5,Sort,image,35
breast,5,Sort,image,35
rain,6,Sort,image,35
doctor,6,Sort,image,35
ham,5,Sort,image,35
anchor,5.5,Sort,image,35
candy,5.5,Sort,image,35
sweater,6,Sort,image,35
shirt,6,Sort,image,35
ant,5.5,Sort,image,35
castle,6,Sort,image,35
monkey,5,Sort,image,35
leopard,5,Sort,image,35
hand,5.5,Sort,image,35
notion,5.5,Sort,image,35
wisdom,6.5,Sort,image,35
blame,4.5,Sort,image,35
neutral,4,Sort,image,35
mood,6,Sort,image,35
settle,5,Sort,image,35
dread,4,Sort,image,35
phase,5.5,Sort,image,35
closure,5.5,Sort,image,35
duty,5,Sort,image,35
belief,5.5,Sort,image,35
trend,5,Sort,image,35
fiction,5.5,Sort,image,35
progress,6,Sort,image,35
ordeal,4.5,Sort,image,35
caution,5.5,Sort,image,35
marvel,6.5,Sort,image,35
sorrow,4.5,Sort,image,35
vowel,3,Sort,image,35
passion,6,Sort,image,35
power,6,Sort,image,35
crisis,4.5,Sort,image,35
project,5.5,Sort,image,35
triumph,6.5,Sort,image,35
success,6.5,Sort,image,35
disgust,4,Sort,image,35
talent,5.5,Sort,image,35
venom,4,Sort,image,35
contract,5.5,Sort,image,35
strand,4.5,Sort,image,35
class,5.5,Sort,image,35
health,6,Sort,image,35
hit,4.5,Sort,image,35
asthma,4.5,Sort,image,35
merchant,5.5,Sort,image,35
suburb,4.5,Sort,image,35
chord,4.5,Sort,image,35
chew,4,Sort,image,35
shrug,4.5,Sort,image,35
slum,4,Sort,image,35
aisle,4.5,Sort,image,35
carcass,3.5,Sort,image,35
hostess,4.5,Sort,image,35
game,5.5,Sort,image,35
wrestle,5,Sort,image,35
husband,5.5,Sort,image,35
packet,4.5,Sort,image,35
town,5,Sort,image,35
picture,5.5,Sort,image,35
cuddle,5.5,Sort,image,35
cotton,5.5,Sort,image,35
traffic,5.5,Sort,image,35
string,5.5,Sort,image,35
person,5,Sort,image,35
toast,4.5,Sort,image,35
couch,5.5,Sort,image,35
sister,5.5,Sort,image,35
panther,6,Sort,image,35
city,5.5,Sort,image,35
compass,5.5,Sort,image,35
pupil,5,Sort,image,35
police,5.5,Sort,image,35
island,5,Sort,image,35
bowl,4.5,Sort,image,35
pint,4.5,Sort,image,35
food,5.5,Sort,image,35
cloak,4.5,Sort,image,35
throat,4.5,Sort,image,35
balloon,5,Sort,image,35
stove,5,Sort,image,35
parrot,5.5,Sort,image,35
toilet,4.5,Sort,image,35
melon,5,Sort,image,35
tiger,6,Sort,image,35
wallet,5.5,Sort,image,35
lettuce,5.5,Sort,image,35
snail,4.5,Sort,image,35
apple,5,Sort,image,35
gist,4.5,Sort,image,35
context,5.2,Sort,image,35
crude,3.8,Sort,image,35
malice,3.6,Sort,image,35
trust,6.8,Sort,image,35
wit,6.5,Sort,image,35
boast,3.9,Sort,image,35
treason,2.7,Sort,image,35
midst,4.1,Sort,image,35
service,5.9,Sort,image,35
ban,4.2,Sort,image,35
smell,5,Sort,image,35
issue,4.8,Sort,image,35
pity,5.4,Sort,image,35
shame,4.6,Sort,image,35
prestige,6.7,Sort,image,35
hope,6.3,Sort,image,35
forge,4.4,Sort,image,35
nurture,5.7,Sort,image,35
courage,6.6,Sort,image,35
gloom,3.4,Sort,image,35
launch,5.6,Sort,image,35
farewell,4.7,Sort,image,35
fame,6.9,Sort,image,35
escort,5.8,Sort,image,35
delight,6.2,Sort,image,35
terror,3.1,Sort,image,35
bitch,2.2,Sort,image,35
snort,3.3,Sort,image,35
circuit,5.3,Sort,image,35
outrage,3.5,Sort,image,35
author,5.1,Sort,image,35
anger,4.3,Sort,image,35
picket,4,Sort,image,35
romance,6.1,Sort,image,35
script,5.5,Sort,image,35
ruffle,3.7,Sort,image,35
lumber,4.9,Sort,image,35
passage,5.7,Sort,image,35
date,4.8,Sort,image,35
camp,5.5,Sort,image,35
clergy,5.4,Sort,image,35
knock,4.6,Sort,image,35
punch,4.4,Sort,image,35
saloon,4.2,Sort,image,35
monarch,5.6,Sort,image,35
bead,4.4,Sort,image,35
prince,6.4,Sort,image,35
vulture,3,Sort,image,35
monster,3.2,Sort,image,35
spit,2.9,Sort,image,35
fortress,4.5,Sort,image,35
dance,5.8,Sort,image,35
ceiling,4.7,Sort,image,35
parade,5.9,Sort,image,35
seed,4.9,Sort,image,35
chest,4.8,Sort,image,35
slope,5.1,Sort,image,35
breakfast,5.7,Sort,image,35
goose,5.2,Sort,image,35
jungle,4.1,Sort,image,35
surgeon,6,Sort,image,35
blood,5.1,Sort,image,35
pamphlet,4.6,Sort,image,35
reptile,3.6,Sort,image,35
luggage,4.3,Sort,image,35
table,5.6,Sort,image,35
ladder,5.5,Sort,image,35
jewel,6,Sort,image,35
apron,4.9,Sort,image,35
pillow,5.2,Sort,image,35
forehead,4.7,Sort,image,35
sword,5.5,Sort,image,35
guitar,6.3,Sort,image,35
canoe,5.9,Sort,image,35
candle,6.2,Sort,image,35
zebra,3.8,Sort,image,35
pumpkin,4.7,Sort,image,35
aspect,5.5,Sort,image,35
essence,6.5,Sort,image,35
doom,3.5,Sort,image,35
urge,6,Sort,image,35
cease,4.5,Sort,image,35
excuse,5.5,Sort,image,35
wrath,5,Sort,image,35
figment,6.5,Sort,image,35
attempt,6,Sort,image,35
employ,4.5,Sort,image,35
risk,5.5,Sort,image,35
myth,6,Sort,image,35
feat,5,Sort,image,35
hate,4,Sort,image,35
plea,5,Sort,image,35
luck,6,Sort,image,35
dare,4.5,Sort,image,35
justice,6.5,Sort,image,35
greed,4.5,Sort,image,35
gain,5.5,Sort,image,35
respect,6.5,Sort,image,35
menace,4.5,Sort,image,35
flourish,5.5,Sort,image,35
caress,6,Sort,image,35
pride,5.5,Sort,image,35
leisure,6.5,Sort,image,35
verge,5.5,Sort,image,35
affair,5.5,Sort,image,35
phantom,6,Sort,image,35
sentence,5,Sort,image,35
item,5,Sort,image,35
tumble,4.5,Sort,image,35
stock,5,Sort,image,35
bowel,3,Sort,image,35
victim,6,Sort,image,35
moisture,5,Sort,image,35
fleet,4.5,Sort,image,35
bounce,4.5,Sort,image,35
bondage,3,Sort,image,35
nectar,5,Sort,image,35
mistress,4.5,Sort,image,35
squash,4,Sort,image,35
junk,3.5,Sort,image,35
ulcer,3,Sort,image,35
bulge,4,Sort,image,35
art,6.5,Sort,image,35
metal,5.5,Sort,image,35
lunch,5,Sort,image,35
rubble,4,Sort,image,35
costume,5.5,Sort,image,35
spring,5.5,Sort,image,35
scalpel,4.5,Sort,image,35
hammock,5.5,Sort,image,35
crystal,6.5,Sort,image,35
pheasant,4.5,Sort,image,35
mammal,5.5,Sort,image,35
desert,5,Sort,image,35
bandage,5.5,Sort,image,35
garbage,4.5,Sort,image,35
leaf,4.5,Sort,image,35
princess,6,Sort,image,35
python,4.5,Sort,image,35
waitress,5.5,Sort,image,35
mansion,6,Sort,image,35
cricket,5,Sort,image,35
office,5,Sort,image,35
tulip,5.5,Sort,image,35
necklace,5.5,Sort,image,35
dessert,5.5,Sort,image,35
mother,6,Sort,image,35
trousers,4.5,Sort,image,35
comb,5,Sort,image,35
lobster,4.5,Sort,image,35
soldier,5.5,Sort,image,35
cottage,5.5,Sort,image,35
sandwich,5,Sort,image,35
shark,5.5,Sort,image,35
trumpet,5.5,Sort,image,35
taboo,4,Sort,image,4
limit,5,Sort,image,4
concept,3,Sort,image,4
version,4.5,Sort,image,4
knowledge,4.2,Sort,image,4
cure,5.7,Sort,image,4
pension,5.1,Sort,image,4
guilt,4,Sort,image,4
reason,4.2,Sort,image,4
fraud,5,Sort,image,4
pause,5.5,Sort,image,4
contempt,4.1,Sort,image,4
nuisance,4.7,Sort,image,4
impress,5.6,Sort,image,4
freedom,5.8,Sort,image,4
faith,5,Sort,image,4
ease,6,Sort,image,4
whisper,6.5,Sort,image,4
pleasure,6.7,Sort,image,4
methane,5,Sort,image,4
culture,5.5,Sort,image,4
toxin,4.9,Sort,image,4
neglect,4.7,Sort,image,4
mischief,5.8,Sort,image,4
console,5.6,Sort,image,4
cancer,1.5,Sort,image,4
incest,1,Sort,image,4
piece,6.2,Sort,image,4
glee,5.9,Sort,image,4
yeast,5.1,Sort,image,4
arson,4,Sort,image,4
stretch,6.3,Sort,image,4
morsel,6,Sort,image,4
message,5.7,Sort,image,4
signal,6,Sort,image,4
mural,6.8,Sort,image,4
bracket,6,Sort,image,4
handle,6.5,Sort,image,4
smear,5,Sort,image,4
hurdle,6.2,Sort,image,4
kill,2,Sort,image,4
slave,2.5,Sort,image,4
column,6,Sort,image,4
troll,3.8,Sort,image,4
stab,2.3,Sort,image,4
hall,6.6,Sort,image,4
applause,5.9,Sort,image,4
flea,5.5,Sort,image,4
pelvis,5.2,Sort,image,4
head,6.8,Sort,image,4
palace,6.5,Sort,image,4
blouse,6.8,Sort,image,4
lace,6.5,Sort,image,4
dandruff,5,Sort,image,4
stomach,6,Sort,image,4
artist,6.7,Sort,image,4
beggar,5.6,Sort,image,4
bonnet,6.2,Sort,image,4
blister,5.1,Sort,image,4
carpet,6.5,Sort,image,4
people,6,Sort,image,4
mug,6.8,Sort,image,4
coffin,4.5,Sort,image,4
glacier,6,Sort,image,4
mirror,6.7,Sort,image,4
wood,6,Sort,image,4
spinach,6.5,Sort,image,4
curtain,6.7,Sort,image,4
baby,7,Sort,image,4
child,6.8,Sort,image,4
button,6.3,Sort,image,4
donkey,5.5,Sort,image,4
beer,6.5,Sort,image,4
tortoise,6,Sort,image,4
walrus,5.7,Sort,image,4
moth,5,Sort,image,4
jacket,6.8,Sort,image,4
giraffe,6,Sort,image,4
virtue,4,Sort,image,4
fault,4,Sort,image,4
wish,4.5,Sort,image,4
moment,5.5,Sort,image,4
doubt,4,Sort,image,4
doctrine,2,Sort,image,4
method,3,Sort,image,4
reject,3.5,Sort,image,4
function,3,Sort,image,4
complex,3.5,Sort,image,4
consent,4,Sort,image,4
role,4,Sort,image,4
recall,4.5,Sort,image,4
transit,6,Sort,image,4
trouble,5,Sort,image,4
status,4,Sort,image,4
plasma,3.5,Sort,image,4
sin,3,Sort,image,4
fuss,4.5,Sort,image,4
despair,5,Sort,image,4
whimper,5.5,Sort,image,4
bliss,5,Sort,image,4
grind,5.5,Sort,image,4
spirit,4,Sort,image,4
lust,5,Sort,image,4
whore,6,Sort,image,4
resort,6.5,Sort,image,4
heaven,6,Sort,image,4
stride,5.5,Sort,image,4
usher,6,Sort,image,4
texture,6,Sort,image,4
product,3,Sort,image,4
harvest,6.5,Sort,image,4
report,3,Sort,image,4
county,6,Sort,image,4
device,5.5,Sort,image,4
shaft,5.5,Sort,image,4
puzzle,6,Sort,image,4
pest,6,Sort,image,4
mate,6,Sort,image,4
squeeze,6.5,Sort,image,4
hostage,6.5,Sort,image,4
model,5.5,Sort,image,4
battle,6,Sort,image,4
cough,6.5,Sort,image,4
fire,7,Sort,image,4
rattle,6.5,Sort,image,4
sleep,6.5,Sort,image,4
honey,6.5,Sort,image,4
prison,6,Sort,image,4
sparkle,6.5,Sort,image,4
line,4,Sort,image,4
treasure,6.5,Sort,image,4
portrait,6.5,Sort,image,4
crab,7,Sort,image,4
cattle,7,Sort,image,4
basket,7,Sort,image,4
typhoon,6.5,Sort,image,4
dinner,7,Sort,image,4
walnut,7,Sort,image,4
chauffeur,7,Sort,image,4
carriage,7,Sort,image,4
cushion,7,Sort,image,4
needle,7,Sort,image,4
clover,7,Sort,image,4
breast,7,Sort,image,4
rain,7,Sort,image,4
doctor,7,Sort,image,4
ham,7,Sort,image,4
anchor,7,Sort,image,4
candy,7,Sort,image,4
sweater,7,Sort,image,4
shirt,7,Sort,image,4
ant,7,Sort,image,4
castle,7,Sort,image,4
monkey,7,Sort,image,4
leopard,7,Sort,image,4
hand,7,Sort,image,4
notion,3.4,Sort,image,4
wisdom,3.7,Sort,image,4
blame,3.2,Sort,image,4
neutral,2.9,Sort,image,4
mood,3.6,Sort,image,4
settle,4,Sort,image,4
dread,4.3,Sort,image,4
phase,3.3,Sort,image,4
closure,3.7,Sort,image,4
duty,3.8,Sort,image,4
belief,3.5,Sort,image,4
trend,3.6,Sort,image,4
fiction,4.8,Sort,image,4
progress,5,Sort,image,4
ordeal,3.9,Sort,image,4
caution,3.7,Sort,image,4
marvel,5.2,Sort,image,4
sorrow,4.4,Sort,image,4
vowel,6.1,Sort,image,4
passion,4.6,Sort,image,4
power,4.5,Sort,image,4
crisis,4.3,Sort,image,4
project,5.5,Sort,image,4
triumph,5.8,Sort,image,4
success,5.9,Sort,image,4
disgust,5.4,Sort,image,4
talent,4.4,Sort,image,4
venom,5.6,Sort,image,4
contract,3.8,Sort,image,4
strand,5,Sort,image,4
class,4.8,Sort,image,4
health,6,Sort,image,4
hit,6.4,Sort,image,4
asthma,6,Sort,image,4
merchant,5.5,Sort,image,4
suburb,5.9,Sort,image,4
chord,5,Sort,image,4
chew,6.5,Sort,image,4
shrug,6.6,Sort,image,4
slum,6.3,Sort,image,4
aisle,6.7,Sort,image,4
carcass,4.2,Sort,image,4
hostess,5.5,Sort,image,4
game,6.8,Sort,image,4
wrestle,6.7,Sort,image,4
husband,6.9,Sort,image,4
packet,6.1,Sort,image,4
town,6.8,Sort,image,4
picture,7,Sort,image,4
cuddle,7,Sort,image,4
cotton,6.7,Sort,image,4
traffic,6.4,Sort,image,4
string,6.3,Sort,image,4
person,6.9,Sort,image,4
toast,6.8,Sort,image,4
couch,6.9,Sort,image,4
sister,6.9,Sort,image,4
panther,7,Sort,image,4
city,7,Sort,image,4
compass,6.5,Sort,image,4
pupil,6.4,Sort,image,4
police,6.6,Sort,image,4
island,7,Sort,image,4
bowl,6.8,Sort,image,4
pint,6.3,Sort,image,4
food,7,Sort,image,4
cloak,5.9,Sort,image,4
throat,6.4,Sort,image,4
balloon,7,Sort,image,4
stove,6.7,Sort,image,4
parrot,7,Sort,image,4
toilet,6.4,Sort,image,4
melon,7,Sort,image,4
tiger,7,Sort,image,4
wallet,6.5,Sort,image,4
lettuce,6.9,Sort,image,4
snail,7,Sort,image,4
apple,7,Sort,image,4
gist,3.8,Sort,image,4
context,3.5,Sort,image,4
crude,4.6,Sort,image,4
malice,4.2,Sort,image,4
trust,4,Sort,image,4
wit,3.7,Sort,image,4
boast,4.5,Sort,image,4
treason,5,Sort,image,4
midst,3.6,Sort,image,4
service,5.1,Sort,image,4
ban,3.9,Sort,image,4
smell,6.5,Sort,image,4
issue,3.7,Sort,image,4
pity,4.9,Sort,image,4
shame,5.3,Sort,image,4
prestige,4.2,Sort,image,4
hope,5.5,Sort,image,4
forge,5.8,Sort,image,4
nurture,6.2,Sort,image,4
courage,5.4,Sort,image,4
gloom,6,Sort,image,4
launch,5.9,Sort,image,4
farewell,6.3,Sort,image,4
fame,4.7,Sort,image,4
escort,5.6,Sort,image,4
delight,6.1,Sort,image,4
terror,5.7,Sort,image,4
bitch,4.3,Sort,image,4
snort,5.2,Sort,image,4
circuit,5.1,Sort,image,4
outrage,4.8,Sort,image,4
author,5,Sort,image,4
anger,5.9,Sort,image,4
picket,6.2,Sort,image,4
romance,6,Sort,image,4
script,5.1,Sort,image,4
ruffle,5.2,Sort,image,4
lumber,6.3,Sort,image,4
passage,4.9,Sort,image,4
date,6.1,Sort,image,4
camp,6.5,Sort,image,4
clergy,4.8,Sort,image,4
knock,6.2,Sort,image,4
punch,6.5,Sort,image,4
saloon,6.3,Sort,image,4
monarch,5,Sort,image,4
bead,6.6,Sort,image,4
prince,5.3,Sort,image,4
vulture,6.8,Sort,image,4
monster,6.7,Sort,image,4
spit,6.5,Sort,image,4
fortress,6.5,Sort,image,4
dance,6.8,Sort,image,4
ceiling,6.3,Sort,image,4
parade,6.7,Sort,image,4
seed,6.6,Sort,image,4
chest,6.2,Sort,image,4
slope,6.1,Sort,image,4
breakfast,6.7,Sort,image,4
goose,6.8,Sort,image,4
jungle,7,Sort,image,4
surgeon,6.4,Sort,image,4
blood,6,Sort,image,4
pamphlet,5.8,Sort,image,4
reptile,6.9,Sort,image,4
luggage,6.5,Sort,image,4
table,7,Sort,image,4
ladder,6.7,Sort,image,4
jewel,6.8,Sort,image,4
apron,6.7,Sort,image,4
pillow,6.8,Sort,image,4
forehead,6.4,Sort,image,4
sword,6.7,Sort,image,4
guitar,7,Sort,image,4
canoe,6.6,Sort,image,4
candle,6.9,Sort,image,4
zebra,7,Sort,image,4
pumpkin,7,Sort,image,4
aspect,4,Sort,image,4
essence,3,Sort,image,4
doom,5,Sort,image,4
urge,3.5,Sort,image,4
cease,3,Sort,image,4
excuse,4,Sort,image,4
wrath,5,Sort,image,4
figment,2,Sort,image,4
attempt,3.5,Sort,image,4
employ,3,Sort,image,4
risk,4,Sort,image,4
myth,5,Sort,image,4
feat,4,Sort,image,4
hate,5.5,Sort,image,4
plea,4,Sort,image,4
luck,5,Sort,image,4
dare,4.5,Sort,image,4
justice,5,Sort,image,4
greed,5.5,Sort,image,4
gain,4,Sort,image,4
respect,5.5,Sort,image,4
menace,5,Sort,image,4
flourish,4.5,Sort,image,4
caress,5.5,Sort,image,4
pride,5.5,Sort,image,4
leisure,5,Sort,image,4
verge,4,Sort,image,4
affair,4,Sort,image,4
phantom,3.5,Sort,image,4
sentence,3.5,Sort,image,4
item,4,Sort,image,4
tumble,5.5,Sort,image,4
stock,3,Sort,image,4
bowel,2.5,Sort,image,4
victim,5,Sort,image,4
moisture,4,Sort,image,4
fleet,4,Sort,image,4
bounce,5.5,Sort,image,4
bondage,5,Sort,image,4
nectar,6,Sort,image,4
mistress,4.5,Sort,image,4
squash,6,Sort,image,4
junk,6,Sort,image,4
ulcer,2.5,Sort,image,4
bulge,6,Sort,image,4
art,6,Sort,image,4
metal,6,Sort,image,4
lunch,6.5,Sort,image,4
rubble,6,Sort,image,4
costume,6.5,Sort,image,4
spring,6.5,Sort,image,4
scalpel,6,Sort,image,4
hammock,6.5,Sort,image,4
crystal,6.5,Sort,image,4
pheasant,7,Sort,image,4
mammal,7,Sort,image,4
desert,6.5,Sort,image,4
bandage,5.5,Sort,image,4
garbage,6,Sort,image,4
leaf,7,Sort,image,4
princess,6.5,Sort,image,4
python,6,Sort,image,4
waitress,6.5,Sort,image,4
mansion,6.5,Sort,image,4
cricket,6.5,Sort,image,4
office,6,Sort,image,4
tulip,7,Sort,image,4
necklace,6.5,Sort,image,4
dessert,7,Sort,image,4
mother,6.5,Sort,image,4
trousers,6.5,Sort,image,4
comb,6,Sort,image,4
lobster,6.5,Sort,image,4
soldier,6,Sort,image,4
cottage,6.5,Sort,image,4
sandwich,7,Sort,image,4
shark,6.5,Sort,image,4
trumpet,6.5,Sort,image,4
mammal,5,Sort,meanings,35
lettuce,3,Sort,meanings,35
figment,1,Sort,meanings,35
taboo,2,Sort,meanings,35
arson,1,Sort,meanings,35
clover,1,Sort,meanings,35
luggage,1,Sort,meanings,35
tulip,2,Sort,meanings,35
walrus,1,Sort,meanings,35
jungle,1,Sort,meanings,35
bliss,2,Sort,meanings,35
context,3,Sort,meanings,35
role,2,Sort,meanings,35
string,6,Sort,meanings,35
spirit,8,Sort,meanings,35
yeast,2,Sort,meanings,35
bitch,4,Sort,meanings,35
melon,2,Sort,meanings,35
cloak,3,Sort,meanings,35
baby,4,Sort,meanings,35
bandage,2,Sort,meanings,35
carpet,3,Sort,meanings,35
panther,2,Sort,meanings,35
ordeal,2,Sort,meanings,35
dinner,2,Sort,meanings,35
signal,4,Sort,meanings,35
malice,2,Sort,meanings,35
suburb,1,Sort,meanings,35
mischief,3,Sort,meanings,35
food,3,Sort,meanings,35
farewell,2,Sort,meanings,35
fuss,2,Sort,meanings,35
crisis,2,Sort,meanings,35
verge,4,Sort,meanings,35
clergy,2,Sort,meanings,35
canoe,2,Sort,meanings,35
snort,2,Sort,meanings,35
blister,3,Sort,meanings,35
fleet,4,Sort,meanings,35
fraud,1,Sort,meanings,35
harvest,2,Sort,meanings,35
treasure,4,Sort,meanings,35
stab,3,Sort,meanings,35
product,3,Sort,meanings,35
sparkle,2,Sort,meanings,35
courage,3,Sort,meanings,35
boast,3,Sort,meanings,35
bowel,2,Sort,meanings,35
monarch,3,Sort,meanings,35
carcass,1,Sort,meanings,35
castle,3,Sort,meanings,35
soldier,2,Sort,meanings,35
mate,5,Sort,meanings,35
basket,3,Sort,meanings,35
gloom,2,Sort,meanings,35
shame,5,Sort,meanings,35
forge,4,Sort,meanings,35
trouble,4,Sort,meanings,35
success,4,Sort,meanings,35
fiction,1,Sort,meanings,35
sentence,7,Sort,meanings,35
chest,2,Sort,meanings,35
police,2,Sort,meanings,35
camp,3,Sort,meanings,35
closure,3,Sort,meanings,35
affair,4,Sort,meanings,35
function,4,Sort,meanings,35
carriage,2,Sort,meanings,35
contract,4,Sort,meanings,35
dread,3,Sort,meanings,35
stretch,4,Sort,meanings,35
crude,3,Sort,meanings,35
bonnet,2,Sort,meanings,35
game,5,Sort,meanings,35
pride,4,Sort,meanings,35
trust,5,Sort,meanings,35
office,2,Sort,meanings,35
report,3,Sort,meanings,35
caress,10,Sort,meanings,35
incest,1,Sort,meanings,35
cattle,6,Sort,meanings,35
pint,4,Sort,meanings,35
aisle,2,Sort,meanings,35
walnut,2,Sort,meanings,35
cuddle,2,Sort,meanings,35
sorrow,4,Sort,meanings,35
ant,6,Sort,meanings,35
disgust,4,Sort,meanings,35
flea,2,Sort,meanings,35
greed,2,Sort,meanings,35
status,5,Sort,meanings,35
settle,5,Sort,meanings,35
hand,14,Sort,meanings,35
pelvis,2,Sort,meanings,35
pillow,3,Sort,meanings,35
pheasant,2,Sort,meanings,35
dance,8,Sort,meanings,35
sleep,7,Sort,meanings,35
whore,1,Sort,meanings,35
treason,1,Sort,meanings,35
hostess,2,Sort,meanings,35
breakfast,2,Sort,meanings,35
morsel,3,Sort,meanings,35
tortoise,2,Sort,meanings,35
packet,3,Sort,meanings,35
gist,1,Sort,meanings,35
usher,2,Sort,meanings,35
health,5,Sort,meanings,35
prestige,2,Sort,meanings,35
city,6,Sort,meanings,35
knock,6,Sort,meanings,35
wrestle,2,Sort,meanings,35
line,21,Sort,meanings,35
princess,2,Sort,meanings,35
candy,3,Sort,meanings,35
forehead,2,Sort,meanings,35
traffic,2,Sort,meanings,35
culture,4,Sort,meanings,35
honey,4,Sort,meanings,35
spit,6,Sort,meanings,35
junk,3,Sort,meanings,35
pity,3,Sort,meanings,35
item,4,Sort,meanings,35
puzzle,3,Sort,meanings,35
picture,4,Sort,meanings,35
caution,3,Sort,meanings,35
script,4,Sort,meanings,35
prince,3,Sort,meanings,35
rubble,4,Sort,meanings,35
bowl,5,Sort,meanings,35
slave,4,Sort,meanings,35
wit,4,Sort,meanings,35
contempt,2,Sort,meanings,35
belief,3,Sort,meanings,35
launch,2,Sort,meanings,35
date,12,Sort,meanings,35
doubt,5,Sort,meanings,35
chord,4,Sort,meanings,35
needle,3,Sort,meanings,35
husband,2,Sort,meanings,35
crystal,4,Sort,meanings,35
doom,3,Sort,meanings,35
goose,2,Sort,meanings,35
hit,7,Sort,meanings,35
moment,4,Sort,meanings,35
picket,4,Sort,meanings,35
anchor,2,Sort,meanings,35
model,6,Sort,meanings,35
device,3,Sort,meanings,35
knowledge,4,Sort,meanings,35
comb,4,Sort,meanings,35
faith,3,Sort,meanings,35
freedom,3,Sort,meanings,35
couch,2,Sort,meanings,35
handle,6,Sort,meanings,35
fire,11,Sort,meanings,35
glacier,10,Sort,meanings,35
methane,2,Sort,meanings,35
